anomaly_id,entity_type,entity_id,anomaly_type,module,severity,start_ts,end_ts,projected_impact_inr,realized_impact_inr,formula_name,formula_inputs_json,root_cause,recommended_action,required_team_type,required_role,expected_approver_role
A-1018,work_item,1018,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:14:00+05:30,,600.01,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 411.32, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1019,work_item,1019,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:21:00+05:30,,562.37,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 584.86, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1024,work_item,1024,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:03:00+05:30,,772.63,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 625.89, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1032,work_item,1032,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:05:00+05:30,,640.36,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 449.0, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-1036,work_item,1036,warehouse_pick_backlog,SLA Sentinel,high,2026-03-15T10:36:00+05:30,2026-03-15T15:38:20.761244+05:30,8045.9,4056.68,sla_penalty,"{""planned_pickers"": 8, ""present_pickers"": 7, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1037,work_item,1037,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-15T10:45:00+05:30,2026-03-15T18:32:58.678682+05:30,4858.97,1463.16,sla_penalty,"{""planned_pickers"": 7, ""present_pickers"": 6, ""planned_packers"": 5, ""present_packers"": 4}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-26-2026-03-15,inventory_snapshot,26,store_underuse,SLA Sentinel,medium,2026-03-15T07:00:00+05:30,,45904.28,,capacity_waste,"{""active_saas_licenses"": 3, ""saas_licenses"": 19}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-26-2026-03-15,inventory_snapshot,26,saas_license_underuse,ProcureWatch,low,2026-03-15T07:00:00+05:30,,4145.57,,unused_capacity,"{""active_seats"": 3, ""provisioned_seats"": 19}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1038,work_item,1038,cold_chain_breach_risk,SLA Sentinel,high,2026-03-16T08:17:00+05:30,2026-03-16T12:46:20.109853+05:30,48924.71,28963.94,cold_chain_loss,"{""cold_storage_units"": 161, ""active_cold_storage_units"": 170}",Cold storage or perishables handling exceeded safe operational thresholds.,escalate_cold_chain_incident,inventory_control,inventory_lead,city_ops_manager
A-store-21-2026-03-16,inventory_snapshot,21,store_underuse,SLA Sentinel,medium,2026-03-16T07:00:00+05:30,,53438.8,,capacity_waste,"{""active_saas_licenses"": 8, ""saas_licenses"": 24}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-21-2026-03-16,inventory_snapshot,21,saas_license_underuse,ProcureWatch,low,2026-03-16T07:00:00+05:30,,4178.17,,unused_capacity,"{""active_seats"": 8, ""provisioned_seats"": 24}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1039,work_item,1039,warehouse_pick_backlog,SLA Sentinel,high,2026-03-16T10:33:00+05:30,2026-03-16T17:14:52.074392+05:30,10278.15,6152.32,sla_penalty,"{""planned_pickers"": 13, ""present_pickers"": 9, ""planned_packers"": 7, ""present_packers"": 5}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-22-2026-03-16,inventory_snapshot,22,store_underuse,SLA Sentinel,medium,2026-03-16T07:00:00+05:30,,38002.26,,capacity_waste,"{""active_saas_licenses"": 5, ""saas_licenses"": 26}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-22-2026-03-16,inventory_snapshot,22,saas_license_underuse,ProcureWatch,low,2026-03-16T07:00:00+05:30,,6543.48,,unused_capacity,"{""active_seats"": 5, ""provisioned_seats"": 26}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1040,work_item,1040,warehouse_pick_backlog,SLA Sentinel,high,2026-03-16T10:23:00+05:30,2026-03-16T18:50:04.281324+05:30,7650.65,3319.81,sla_penalty,"{""planned_pickers"": 13, ""present_pickers"": 9, ""planned_packers"": 7, ""present_packers"": 5}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1041,work_item,1041,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-16T10:10:00+05:30,2026-03-16T17:12:02.429835+05:30,16684.29,2357.54,sla_penalty,"{""planned_pickers"": 14, ""present_pickers"": 12, ""planned_packers"": 10, ""present_packers"": 9}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1042,work_item,1042,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-16T10:31:00+05:30,2026-03-16T14:34:26.466178+05:30,11347.13,4651.59,sla_penalty,"{""planned_pickers"": 11, ""present_pickers"": 10, ""planned_packers"": 8, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-33-2026-03-16,inventory_snapshot,33,store_underuse,SLA Sentinel,medium,2026-03-16T07:00:00+05:30,,22146.61,,capacity_waste,"{""active_saas_licenses"": 7, ""saas_licenses"": 18}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-1043,work_item,1043,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-17T10:44:00+05:30,2026-03-17T14:09:44.617184+05:30,13412.48,5235.41,sla_penalty,"{""planned_pickers"": 13, ""present_pickers"": 12, ""planned_packers"": 10, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1044,work_item,1044,warehouse_pick_backlog,SLA Sentinel,high,2026-03-17T10:08:00+05:30,2026-03-17T14:37:28.370689+05:30,13758.84,4838.11,sla_penalty,"{""planned_pickers"": 11, ""present_pickers"": 9, ""planned_packers"": 8, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1045,work_item,1045,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-18T10:14:00+05:30,2026-03-18T15:38:23.754434+05:30,17471.86,6296.28,sla_penalty,"{""planned_pickers"": 14, ""present_pickers"": 12, ""planned_packers"": 8, ""present_packers"": 7}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1046,work_item,1046,cold_chain_breach_risk,SLA Sentinel,high,2026-03-18T08:23:00+05:30,2026-03-18T12:07:40.083461+05:30,41143.13,23105.95,cold_chain_loss,"{""cold_storage_units"": 375, ""active_cold_storage_units"": 380}",Cold storage or perishables handling exceeded safe operational thresholds.,escalate_cold_chain_incident,inventory_control,inventory_lead,city_ops_manager
A-1047,work_item,1047,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-18T10:02:00+05:30,2026-03-18T13:05:52.313770+05:30,18895.54,3048.23,sla_penalty,"{""planned_pickers"": 12, ""present_pickers"": 11, ""planned_packers"": 9, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1048,work_item,1048,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-18T10:35:00+05:30,2026-03-18T15:59:05.226488+05:30,17161.56,3043.29,sla_penalty,"{""planned_pickers"": 14, ""present_pickers"": 12, ""planned_packers"": 10, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1049,work_item,1049,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-18T10:32:00+05:30,2026-03-18T13:17:45.524763+05:30,6340.73,3461.65,sla_penalty,"{""planned_pickers"": 9, ""present_pickers"": 7, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1050,work_item,1050,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-18T10:27:00+05:30,2026-03-18T16:59:05.343813+05:30,14969.48,5629.76,sla_penalty,"{""planned_pickers"": 11, ""present_pickers"": 9, ""planned_packers"": 10, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1051,work_item,1051,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-18T10:38:00+05:30,2026-03-18T15:57:55.188811+05:30,16737.73,7208.76,sla_penalty,"{""planned_pickers"": 12, ""present_pickers"": 11, ""planned_packers"": 9, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1052,work_item,1052,warehouse_pick_backlog,SLA Sentinel,high,2026-03-18T10:35:00+05:30,2026-03-18T14:08:35.805841+05:30,14875.65,2804.32,sla_penalty,"{""planned_pickers"": 12, ""present_pickers"": 10, ""planned_packers"": 8, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-27-2026-03-18,inventory_snapshot,27,store_underuse,SLA Sentinel,medium,2026-03-18T07:00:00+05:30,,19555.14,,capacity_waste,"{""active_saas_licenses"": 9, ""saas_licenses"": 26}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-27-2026-03-18,inventory_snapshot,27,saas_license_underuse,ProcureWatch,low,2026-03-18T07:00:00+05:30,,4825.64,,unused_capacity,"{""active_seats"": 9, ""provisioned_seats"": 26}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1053,work_item,1053,warehouse_pick_backlog,SLA Sentinel,high,2026-03-19T10:39:00+05:30,2026-03-19T19:26:15.041986+05:30,6210.19,2884.82,sla_penalty,"{""planned_pickers"": 6, ""present_pickers"": 3, ""planned_packers"": 4, ""present_packers"": 3}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1054,work_item,1054,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-19T10:43:00+05:30,2026-03-19T16:26:35.244351+05:30,8527.89,4411.72,sla_penalty,"{""planned_pickers"": 8, ""present_pickers"": 6, ""planned_packers"": 6, ""present_packers"": 4}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1055,work_item,1055,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-19T10:35:00+05:30,2026-03-19T16:56:30.622324+05:30,4296.07,2857.61,sla_penalty,"{""planned_pickers"": 10, ""present_pickers"": 9, ""planned_packers"": 6, ""present_packers"": 4}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1056,work_item,1056,warehouse_pick_backlog,SLA Sentinel,high,2026-03-19T10:23:00+05:30,2026-03-19T14:43:51.628869+05:30,10236.09,3541.4,sla_penalty,"{""planned_pickers"": 14, ""present_pickers"": 13, ""planned_packers"": 10, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1057,work_item,1057,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-19T10:23:00+05:30,2026-03-19T18:13:02.595521+05:30,7127.33,3425.91,sla_penalty,"{""planned_pickers"": 10, ""present_pickers"": 9, ""planned_packers"": 7, ""present_packers"": 5}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1058,work_item,1058,warehouse_pick_backlog,SLA Sentinel,high,2026-03-19T10:00:00+05:30,2026-03-19T16:22:36.913146+05:30,11250.45,6884.84,sla_penalty,"{""planned_pickers"": 12, ""present_pickers"": 8, ""planned_packers"": 7, ""present_packers"": 3}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-28-2026-03-19,inventory_snapshot,28,store_underuse,SLA Sentinel,medium,2026-03-19T07:00:00+05:30,,33122.07,,capacity_waste,"{""active_saas_licenses"": 10, ""saas_licenses"": 30}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-28-2026-03-19,inventory_snapshot,28,saas_license_underuse,ProcureWatch,low,2026-03-19T07:00:00+05:30,,5389.8,,unused_capacity,"{""active_seats"": 10, ""provisioned_seats"": 30}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1059,work_item,1059,warehouse_pick_backlog,SLA Sentinel,high,2026-03-19T10:37:00+05:30,2026-03-19T16:06:43.346559+05:30,11057.41,4300.74,sla_penalty,"{""planned_pickers"": 7, ""present_pickers"": 6, ""planned_packers"": 5, ""present_packers"": 3}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1060,work_item,1060,cold_chain_breach_risk,SLA Sentinel,high,2026-03-20T08:17:00+05:30,2026-03-20T12:44:08.585229+05:30,30553.22,11837.67,cold_chain_loss,"{""cold_storage_units"": 204, ""active_cold_storage_units"": 207}",Cold storage or perishables handling exceeded safe operational thresholds.,escalate_cold_chain_incident,inventory_control,inventory_lead,city_ops_manager
A-1061,work_item,1061,warehouse_pick_backlog,SLA Sentinel,high,2026-03-20T10:44:00+05:30,2026-03-20T18:08:48.874281+05:30,14210.29,3810.99,sla_penalty,"{""planned_pickers"": 11, ""present_pickers"": 8, ""planned_packers"": 10, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1062,work_item,1062,warehouse_pick_backlog,SLA Sentinel,high,2026-03-20T10:08:00+05:30,2026-03-20T15:58:04.524411+05:30,10642.91,4698.15,sla_penalty,"{""planned_pickers"": 13, ""present_pickers"": 10, ""planned_packers"": 10, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1063,work_item,1063,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-20T10:22:00+05:30,2026-03-20T18:36:47.207747+05:30,10762.73,2071.87,sla_penalty,"{""planned_pickers"": 13, ""present_pickers"": 12, ""planned_packers"": 7, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-33-2026-03-20,inventory_snapshot,33,store_underuse,SLA Sentinel,medium,2026-03-20T07:00:00+05:30,,19246.23,,capacity_waste,"{""active_saas_licenses"": 4, ""saas_licenses"": 19}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-33-2026-03-20,inventory_snapshot,33,saas_license_underuse,ProcureWatch,low,2026-03-20T07:00:00+05:30,,5194.37,,unused_capacity,"{""active_seats"": 4, ""provisioned_seats"": 19}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1064,work_item,1064,warehouse_pick_backlog,SLA Sentinel,high,2026-03-21T10:40:00+05:30,2026-03-21T18:34:40.162638+05:30,13230.29,2565.64,sla_penalty,"{""planned_pickers"": 13, ""present_pickers"": 10, ""planned_packers"": 8, ""present_packers"": 4}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-26-2026-03-21,inventory_snapshot,26,store_underuse,SLA Sentinel,medium,2026-03-21T07:00:00+05:30,,40349.11,,capacity_waste,"{""active_saas_licenses"": 6, ""saas_licenses"": 18}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-26-2026-03-21,inventory_snapshot,26,saas_license_underuse,ProcureWatch,low,2026-03-21T07:00:00+05:30,,3828.18,,unused_capacity,"{""active_seats"": 6, ""provisioned_seats"": 18}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1065,work_item,1065,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-21T10:14:00+05:30,2026-03-21T13:29:13.765272+05:30,16584.77,2604.08,sla_penalty,"{""planned_pickers"": 11, ""present_pickers"": 9, ""planned_packers"": 8, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-29-2026-03-21,inventory_snapshot,29,store_underuse,SLA Sentinel,medium,2026-03-21T07:00:00+05:30,,46666.71,,capacity_waste,"{""active_saas_licenses"": 8, ""saas_licenses"": 25}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-29-2026-03-21,inventory_snapshot,29,saas_license_underuse,ProcureWatch,low,2026-03-21T07:00:00+05:30,,5098.51,,unused_capacity,"{""active_seats"": 8, ""provisioned_seats"": 25}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1066,work_item,1066,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-22T10:22:00+05:30,2026-03-22T13:03:43.397175+05:30,9754.08,2885.25,sla_penalty,"{""planned_pickers"": 9, ""present_pickers"": 7, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1067,work_item,1067,warehouse_pick_backlog,SLA Sentinel,high,2026-03-22T10:07:00+05:30,2026-03-22T16:30:53.878687+05:30,13082.58,7399.94,sla_penalty,"{""planned_pickers"": 14, ""present_pickers"": 11, ""planned_packers"": 8, ""present_packers"": 4}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1068,work_item,1068,warehouse_pick_backlog,SLA Sentinel,high,2026-03-22T10:18:00+05:30,2026-03-22T16:37:12.941992+05:30,9810.84,3727.12,sla_penalty,"{""planned_pickers"": 9, ""present_pickers"": 7, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1069,work_item,1069,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-22T10:16:00+05:30,2026-03-22T13:44:36.466408+05:30,9156.14,2833.97,sla_penalty,"{""planned_pickers"": 8, ""present_pickers"": 7, ""planned_packers"": 5, ""present_packers"": 4}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1070,work_item,1070,warehouse_pick_backlog,SLA Sentinel,high,2026-03-22T10:05:00+05:30,2026-03-22T13:38:45.588164+05:30,7363.29,1971.41,sla_penalty,"{""planned_pickers"": 8, ""present_pickers"": 5, ""planned_packers"": 4, ""present_packers"": 3}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1071,work_item,1071,cold_chain_breach_risk,SLA Sentinel,high,2026-03-22T08:25:00+05:30,2026-03-22T12:43:12.339980+05:30,64365.05,24047.79,cold_chain_loss,"{""cold_storage_units"": 197, ""active_cold_storage_units"": 191}",Cold storage or perishables handling exceeded safe operational thresholds.,escalate_cold_chain_incident,inventory_control,inventory_lead,city_ops_manager
A-1072,work_item,1072,cold_chain_breach_risk,SLA Sentinel,high,2026-03-22T08:35:00+05:30,2026-03-22T10:03:55.557257+05:30,87705.85,7846.21,cold_chain_loss,"{""cold_storage_units"": 268, ""active_cold_storage_units"": 286}",Cold storage or perishables handling exceeded safe operational thresholds.,escalate_cold_chain_incident,inventory_control,inventory_lead,city_ops_manager
A-saas-24-2026-03-22,inventory_snapshot,24,saas_license_underuse,ProcureWatch,low,2026-03-22T07:00:00+05:30,,6513.76,,unused_capacity,"{""active_seats"": 8, ""provisioned_seats"": 28}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-store-25-2026-03-22,inventory_snapshot,25,store_underuse,SLA Sentinel,medium,2026-03-22T07:00:00+05:30,,51960.52,,capacity_waste,"{""active_saas_licenses"": 7, ""saas_licenses"": 30}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-25-2026-03-22,inventory_snapshot,25,saas_license_underuse,ProcureWatch,low,2026-03-22T07:00:00+05:30,,5525.61,,unused_capacity,"{""active_seats"": 7, ""provisioned_seats"": 30}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1073,work_item,1073,warehouse_pick_backlog,SLA Sentinel,high,2026-03-22T10:34:00+05:30,2026-03-22T16:07:54.210091+05:30,6870.76,2188.95,sla_penalty,"{""planned_pickers"": 7, ""present_pickers"": 4, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-29-2026-03-22,inventory_snapshot,29,store_underuse,SLA Sentinel,medium,2026-03-22T07:00:00+05:30,,36476.3,,capacity_waste,"{""active_saas_licenses"": 4, ""saas_licenses"": 25}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-saas-29-2026-03-22,inventory_snapshot,29,saas_license_underuse,ProcureWatch,low,2026-03-22T07:00:00+05:30,,5178.97,,unused_capacity,"{""active_seats"": 4, ""provisioned_seats"": 25}",Provisioned operations software seats materially exceeded actual usage.,reduce_unused_seats,procurement,procurement_manager,finance_controller
A-1074,work_item,1074,warehouse_pick_backlog,SLA Sentinel,high,2026-03-23T10:44:00+05:30,2026-03-23T14:08:23.396694+05:30,8339.6,2175.44,sla_penalty,"{""planned_pickers"": 9, ""present_pickers"": 8, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1075,work_item,1075,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-23T10:03:00+05:30,2026-03-23T15:44:14.574907+05:30,12041.89,5203.56,sla_penalty,"{""planned_pickers"": 12, ""present_pickers"": 11, ""planned_packers"": 9, ""present_packers"": 7}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1076,work_item,1076,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-24T10:08:00+05:30,2026-03-24T13:17:15.712052+05:30,10624.54,2912.14,sla_penalty,"{""planned_pickers"": 10, ""present_pickers"": 9, ""planned_packers"": 8, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1077,work_item,1077,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-24T10:09:00+05:30,2026-03-24T13:27:49.430580+05:30,11939.52,4446.27,sla_penalty,"{""planned_pickers"": 11, ""present_pickers"": 9, ""planned_packers"": 9, ""present_packers"": 8}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1078,work_item,1078,warehouse_pick_backlog,SLA Sentinel,high,2026-03-24T10:13:00+05:30,2026-03-24T13:54:25.108723+05:30,5013.97,2634.11,sla_penalty,"{""planned_pickers"": 7, ""present_pickers"": 4, ""planned_packers"": 7, ""present_packers"": 6}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1079,work_item,1079,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-24T10:41:00+05:30,2026-03-24T19:15:39.538508+05:30,12829.13,2984.55,sla_penalty,"{""planned_pickers"": 10, ""present_pickers"": 9, ""planned_packers"": 10, ""present_packers"": 9}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-34-2026-03-24,inventory_snapshot,34,store_underuse,SLA Sentinel,medium,2026-03-24T07:00:00+05:30,,33572.37,,capacity_waste,"{""active_saas_licenses"": 7, ""saas_licenses"": 18}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
A-1080,work_item,1080,cold_chain_breach_risk,SLA Sentinel,high,2026-03-25T08:52:00+05:30,2026-03-25T12:43:32.132358+05:30,29854.46,21139.5,cold_chain_loss,"{""cold_storage_units"": 263, ""active_cold_storage_units"": 269}",Cold storage or perishables handling exceeded safe operational thresholds.,escalate_cold_chain_incident,inventory_control,inventory_lead,city_ops_manager
A-1081,work_item,1081,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-26T10:09:00+05:30,2026-03-26T12:45:19.761001+05:30,12912.24,6797.74,sla_penalty,"{""planned_pickers"": 14, ""present_pickers"": 13, ""planned_packers"": 9, ""present_packers"": 7}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1082,work_item,1082,warehouse_pick_backlog,SLA Sentinel,medium,2026-03-26T10:29:00+05:30,2026-03-26T17:01:30.491019+05:30,9829.77,1700.73,sla_penalty,"{""planned_pickers"": 6, ""present_pickers"": 4, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-1083,work_item,1083,warehouse_pick_backlog,SLA Sentinel,high,2026-03-26T10:06:00+05:30,2026-03-26T13:30:51.077252+05:30,15112.09,3382.21,sla_penalty,"{""planned_pickers"": 7, ""present_pickers"": 3, ""planned_packers"": 4, ""present_packers"": 2}",Store staffing fell behind required picking and packing load during an active demand window.,shift_store_staffing,dark_store_ops,dark_store_manager,city_ops_manager
A-store-25-2026-03-26,inventory_snapshot,25,store_underuse,SLA Sentinel,medium,2026-03-26T07:00:00+05:30,,42945.04,,capacity_waste,"{""active_saas_licenses"": 7, ""saas_licenses"": 25}",Store demand stayed materially below the fixed capacity and software seat baseline.,review_store_consolidation,regional_command,regional_ops_head,regional_ops_head
